premises_name,premise_address_1,premise_city,premise_state,premise_zip,clean_name,chain_name,business_type,ollama_category,business_type_final,is_chain
BOBBY'S BURGERS BY BOBBY FLAY,6100 FAIRVIEW RD,Charlotte,NC,,BOBBY S BURGERS BY BOBBY FLAY,,fast_food_burger,,fast_food_burger,0
BOCAO SUSHI,1000 NC MUSIC FACTORY BV,Charlotte,NC,,BOCAO SUSHI,,asian_japanese,,asian_japanese,0
BOHEMIAN,1319 PECAN AV,Charlotte,NC,,BOHEMIAN,,other,other,other,0
BOILING POT/CHINA GOGO,7010 SMITH CORNERS BV,Charlotte,NC,,BOILING POT/CHINA GOGO,,other,asian_chinese,asian_chinese,0
BOJANGLE'S RESTAURANT #897,6120 E INDEPENDENCE BV,Charlotte,NC,,BOJANGLE S RESTAURANT,,full_service,,full_service,0
BOJANGLES #1128,4131 STATESVILLE RD,Charlotte,NC,,BOJANGLES,BOJANGLES,fast_food_chicken,,fast_food_chicken,1
BOJANGLES #13,231 E WOODLAWN RD,Charlotte,NC,,BOJANGLES,BOJANGLES,fast_food_chicken,,fast_food_chicken,1
BOJANGLES #16,1401 W TRADE ST,Charlotte,NC,,BOJANGLES,BOJANGLES,fast_food_chicken,,fast_food_chicken,1
BOJANGLES #2022 PROVIDENCE FARMS,6308 PROVIDENCE FARM LN,Charlotte,NC,,BOJANGLES PROVIDENCE FARMS,BOJANGLES,fast_food_chicken,,fast_food_chicken,1
BOJANGLES #382,300 WEST BV,Charlotte,NC,,BOJANGLES,BOJANGLES,fast_food_chicken,,fast_food_chicken,1
BOJANGLES #519,5231 OLD DOWD RD,Charlotte,NC,,BOJANGLES,BOJANGLES,fast_food_chicken,,fast_food_chicken,1
BOJANGLES #591,10321 CANE CREEK DR,Charlotte,NC,,BOJANGLES,BOJANGLES,fast_food_chicken,,fast_food_chicken,1
BOJANGLES #749,5825 HIGHLAND SHOPPES DR,Charlotte,NC,,BOJANGLES,BOJANGLES,fast_food_chicken,,fast_food_chicken,1
BOJANGLES #768,10329 MALLARD CREEK RD,Charlotte,NC,,BOJANGLES,BOJANGLES,fast_food_chicken,,fast_food_chicken,1
BOJANGLES #927,9417 STEELE CREEK RD,Charlotte,NC,,BOJANGLES,BOJANGLES,fast_food_chicken,,fast_food_chicken,1
BOJANGLES' #1114,3301 WILKINSON BV,Charlotte,NC,,BOJANGLES,BOJANGLES,fast_food_chicken,,fast_food_chicken,1
BOJANGLES' #120,8720 PINEVILLE-MATTHEWS RD,Charlotte,NC,,BOJANGLES,BOJANGLES,fast_food_chicken,,fast_food_chicken,1
BOJANGLES' #505,4322 SUNSET RD,Charlotte,NC,,BOJANGLES,BOJANGLES,fast_food_chicken,,fast_food_chicken,1
BOJANGLES' #541,2501 N TRYON ST,Charlotte,NC,,BOJANGLES,BOJANGLES,fast_food_chicken,,fast_food_chicken,1
BOJANGLES' #551,9075 LAWYERS RD,Charlotte,NC,,BOJANGLES,BOJANGLES,fast_food_chicken,,fast_food_chicken,1
BOJANGLES' #565,3129 MONROE RD,Charlotte,NC,,BOJANGLES,BOJANGLES,fast_food_chicken,,fast_food_chicken,1
BOJANGLES' #797,1407 E 3RD ST,Charlotte,NC,,BOJANGLES,BOJANGLES,fast_food_chicken,,fast_food_chicken,1
BOJANGLES' #885,335 HUNTERSVILLE GATEWAY BV,Charlotte,NC,,BOJANGLES,BOJANGLES,fast_food_chicken,,fast_food_chicken,1
BOJANGLES' #930,1604 GALLERIA BV,Charlotte,NC,,BOJANGLES,BOJANGLES,fast_food_chicken,,fast_food_chicken,1
BOJANGLES' #934,11420 BEAVER FARMS RD,Charlotte,NC,,BOJANGLES,BOJANGLES,fast_food_chicken,,fast_food_chicken,1
BOJANGLES` #168,11137 E INDEPENDENCE BV,Charlotte,NC,,BOJANGLES,BOJANGLES,fast_food_chicken,,fast_food_chicken,1
BOJANGLES` #415,2929 FREEDOM DR,Charlotte,NC,,BOJANGLES,BOJANGLES,fast_food_chicken,,fast_food_chicken,1
BOJANGLES` #445,7047 SOUTH BV,Charlotte,NC,,BOJANGLES,BOJANGLES,fast_food_chicken,,fast_food_chicken,1
BOJANGLES` #446,6915 ALBEMARLE RD,Charlotte,NC,,BOJANGLES,BOJANGLES,fast_food_chicken,,fast_food_chicken,1
BOJANGLES` #44,1101 W SUGAR CREEK RD,Charlotte,NC,,BOJANGLES,BOJANGLES,fast_food_chicken,,fast_food_chicken,1
BOJANGLES` #456,7735 S TRYON ST,Charlotte,NC,,BOJANGLES,BOJANGLES,fast_food_chicken,,fast_food_chicken,1
BOJANGLES` #503,4435 THE PLAZA,Charlotte,NC,,BOJANGLES,BOJANGLES,fast_food_chicken,,fast_food_chicken,1
BOJANGLES` #506,8521 N TRYON ST,Charlotte,NC,,BOJANGLES,BOJANGLES,fast_food_chicken,,fast_food_chicken,1
BOJANGLES` #523,3510 MT HOLLY-HUNTERSVILLE RD,Charlotte,NC,,BOJANGLES,BOJANGLES,fast_food_chicken,,fast_food_chicken,1
BOJANGLES` #70729,20214 WEST CATAWBA AV,Charlotte,NC,,BOJANGLES,BOJANGLES,fast_food_chicken,,fast_food_chicken,1
BONCHON CHARLOTTE - WOODLAWN,1600 E WOODLAWN RD,Charlotte,NC,,BONCHON CHARLOTTE - WOODLAWN,,other,fast_food_chicken,fast_food_chicken,0
BONCHON,8318 PINEVILLE-MATTHEWS RD,Charlotte,NC,,BONCHON,,other,fast_food_chicken,fast_food_chicken,0
BONEFISH GRILL #9401 MATTHEWS,10430 E INDEPENDENCE BV,Charlotte,NC,,BONEFISH GRILL MATTHEWS,,full_service,,full_service,0
BONEFISH GRILL #9409,7520 PINEVILLE-MATTHEWS RD,Charlotte,NC,,BONEFISH GRILL,,full_service,,full_service,0
BONEFISH GRILL #9413,8805 TOWNLEY RD,Charlotte,NC,,BONEFISH GRILL,,full_service,,full_service,0
BONNIE AND CLYDES RESTAURANT AND LOUNGE,10822 PROVIDENCE RD,Charlotte,NC,,BONNIE AND CLYDES RESTAURANT AND LOUNGE,,full_service,,full_service,0
BONZAI THAI JAPANESE CUISINE,4847 SHOPTON RD,Charlotte,NC,,BONZAI THAI JAPANESE CUISINE,,asian_other,,asian_other,0
BOSSY BEULAH'S CHICKEN SHACK FREEDOM,2200 FREEDOM DR,Charlotte,NC,,BOSSY BEULAH S CHICKEN SHACK FREEDOM,,fast_food_chicken,,fast_food_chicken,0
BOSSY BEULAH'S CHICKEN SHACK II,2932 GRIFFITH ST,Charlotte,NC,,BOSSY BEULAH S CHICKEN SHACK II,,fast_food_chicken,,fast_food_chicken,0
BOSSY BEULAHS BALLANTYNE,15110 BOWL ST,Charlotte,NC,,BOSSY BEULAHS BALLANTYNE,,other,other,other,0
BOTIWALLA OPTIMIST,1115 N BREVARD ST,Charlotte,NC,,BOTIWALLA OPTIMIST,,other,other,other,0
BOUDREAUXS LOUISIANA KITCHEN,501 E 36TH ST,Charlotte,NC,,BOUDREAUXS LOUISIANA KITCHEN,,full_service,,full_service,0
BOWLERO SOUTH BLVD,4501 SOUTH BV,Charlotte,NC,,BOWLERO SOUTH BLVD,,other,sports_bar,sports_bar,0
BOWLERO,210 E TRADE ST,Charlotte,NC,,BOWLERO,,other,sports_bar,sports_bar,0
BRADSHAW SOCIAL HOUSE,8440 REA RD,Charlotte,NC,,BRADSHAW SOCIAL HOUSE,,other,other,other,0
BRASAS AREPAS & GRILL,4740 OLD PINEVILLE RD,Charlotte,NC,,BRASAS AREPAS & GRILL,,full_service,,full_service,0
BRAZILIAN EATS & TREATS,16049 JOHNSTON RD,Charlotte,NC,,BRAZILIAN EATS & TREATS,,other,latin_american,latin_american,0
BRAZWELLS PREMIUM PUB,1627 MONTFORD DR,Charlotte,NC,,BRAZWELLS PREMIUM PUB,,bar,,bar,0
BREEZEWAY COFFEE WAVERLY,7416 WAVERLY WALK AV,Charlotte,NC,,BREEZEWAY COFFEE WAVERLY,,coffee_shop,,coffee_shop,0
BREWERS AT 4001 YANCEY,4001 YANCEY RD,Charlotte,NC,,BREWERS AT YANCEY,,other,bar,bar,0
BRICKHOUSE TAVERN,209 DELBURG ST,Charlotte,NC,,BRICKHOUSE TAVERN,,bar,,bar,0
BRICKTOP`S RESTAURANT #3,6401 CARNEGIE BV,Charlotte,NC,,BRICKTOP S RESTAURANT,,full_service,,full_service,0
BRIGHTMORE OF SOUTH CHARLOTTE-KITCHEN,10225 OLD ARDREY KELL RD,Charlotte,NC,,BRIGHTMORE OF SOUTH CHARLOTTE-KITCHEN,,full_service,,full_service,0
BRIXX PIZZA DILWORTH,1801 SCOTT AV,Charlotte,NC,,BRIXX PIZZA DILWORTH,,pizza,,pizza,0
BRIXX WOOD FIRED PIZZA,16926 BIRKDALE COMMONS PY,Charlotte,NC,,BRIXX WOOD FIRED PIZZA,,pizza,,pizza,0
BRIXX WOOD FIRED PIZZA,7814 FAIRVIEW RD,Charlotte,NC,,BRIXX WOOD FIRED PIZZA,,pizza,,pizza,0
BRIXX WOOD FIRED PIZZA,9820 REA RD,Charlotte,NC,,BRIXX WOOD FIRED PIZZA,,pizza,,pizza,0
BROOKDALE CARRIAGE CLUB RESTAURANT,5800 OLD PROVIDENCE RD,Charlotte,NC,,BROOKDALE CARRIAGE CLUB RESTAURANT,,full_service,,full_service,0
BROOKLYN PICKLES,1021 MOREHEAD MEDICAL DR,Charlotte,NC,,BROOKLYN PICKLES,,other,fast_food_burger,fast_food_burger,0
BROOKLYN PIZZA PARLOR,7725 COLONY RD,Charlotte,NC,,BROOKLYN PIZZA PARLOR,,pizza,,pizza,0
BROOKLYN SOUTH PIZZERIA,19400 JETTON RD,Charlotte,NC,,BROOKLYN SOUTH PIZZERIA,,pizza,,pizza,0
BROWN BAG PIPER STATION,5231 PIPER STATION DR,Charlotte,NC,,BROWN BAG PIPER STATION,,other,other,other,0
BROWN BAG SEAFOOD CO.,601 S. TRYON ST,Charlotte,NC,,BROWN BAG SEAFOOD,,seafood,,seafood,0
BRUEGGERS #077-672,8706 PINEVILLE-MATTHEWS RD,Charlotte,NC,,BRUEGGERS -,,other,fast_food_burger,fast_food_burger,0
BRUEGGERS BAGEL #193,106 S SHARON AMITY RD,Charlotte,NC,,BRUEGGERS BAGEL,,other,bakery_cafe,bakery_cafe,0
BRUEGGERS BAGEL BAKERY #226,1905 MATTHEWS TOWNSHIP PY,Charlotte,NC,,BRUEGGERS BAGEL BAKERY,,bakery_cafe,,bakery_cafe,0
BRUEGGERS BAGEL BAKERY #228,20619 TORRENCE CHAPEL RD,Charlotte,NC,,BRUEGGERS BAGEL BAKERY,,bakery_cafe,,bakery_cafe,0
BRUEGGERS BAGEL BAKERY #3787,4327 PARK RD,Charlotte,NC,,BRUEGGERS BAGEL BAKERY,,bakery_cafe,,bakery_cafe,0
BUFFALO WILD WINGS #729 PROMENADE,10706 PROVIDENCE RD,Charlotte,NC,,BUFFALO WILD WINGS PROMENADE,,fast_food_chicken,,fast_food_chicken,0
BUFFALO WILD WINGS GRILL AND BAR,400 E MARTIN LUTHER KING JR BV,Charlotte,NC,,BUFFALO WILD WINGS GRILL AND BAR,,bar,,bar,0
BUFFALO WILD WINGS TO GO,4014 CONNECTION POINT BV,Charlotte,NC,,BUFFALO WILD WINGS TO GO,,fast_food_chicken,,fast_food_chicken,0
BUFFALO WILD WINGS,14157 STEELE CREEK RD,Charlotte,NC,,BUFFALO WILD WINGS,,fast_food_chicken,,fast_food_chicken,0
BUFFALO WILD WINGS,9402 NORTHLAKE WEST DR,Charlotte,NC,,BUFFALO WILD WINGS,,fast_food_chicken,,fast_food_chicken,0
BUHO AT GRAND BOHEMIAN,201 W TRADE ST,Charlotte,NC,,BUHO AT GRAND BOHEMIAN,,other,other,other,0
BULLA GASTROBAR,4310 SHARON RD,Charlotte,NC,,BULLA GASTROBAR,,bar,,bar,0
BUONA VITA,3419 TORINGDON WY,Charlotte,NC,,BUONA VITA,,other,other,other,0
BURGER 21,14825 BALLANTYNE VILLAGE WY,Charlotte,NC,,BURGER,,fast_food_burger,,fast_food_burger,0
BURGER 704,9201 UNIVERSITY CITY BV,Charlotte,NC,,BURGER,,fast_food_burger,,fast_food_burger,0
BURGER KING #23057,250 E WOODLAWN RD,Charlotte,NC,,BURGER KING,BURGER KING,fast_food_burger,,fast_food_burger,1
BURGER KING #3154,2601 BEATTIES FORD RD,Charlotte,NC,,BURGER KING,BURGER KING,fast_food_burger,,fast_food_burger,1
BURGER KING #6096,4100 BROOKSHIRE BV,Charlotte,NC,,BURGER KING,BURGER KING,fast_food_burger,,fast_food_burger,1
BURGER KING #7011,3709 N TRYON ST,Charlotte,NC,,BURGER KING,BURGER KING,fast_food_burger,,fast_food_burger,1
BURGER KING #702,5200 CENTRAL AV,Charlotte,NC,,BURGER KING,BURGER KING,fast_food_burger,,fast_food_burger,1
BURGER KING #703,4709 SHARON RD,Charlotte,NC,,BURGER KING,BURGER KING,fast_food_burger,,fast_food_burger,1
BURGER KING #715,10000 LEE ST,Charlotte,NC,,BURGER KING,BURGER KING,fast_food_burger,,fast_food_burger,1
BURGER KING #717,7026 ALBEMARLE RD,Charlotte,NC,,BURGER KING,BURGER KING,fast_food_burger,,fast_food_burger,1
BURGER KING #719,7002 MATTHEWS-MINT HILL RD,Charlotte,NC,,BURGER KING,BURGER KING,fast_food_burger,,fast_food_burger,1
BURGER KING #7229,8431 N TRYON ST,Charlotte,NC,,BURGER KING,BURGER KING,fast_food_burger,,fast_food_burger,1
BURGER KING #723,16800 CALDWELL CREEK DR,Charlotte,NC,,BURGER KING,BURGER KING,fast_food_burger,,fast_food_burger,1
BURGER KING #7319,3421 WILKINSON BV,Charlotte,NC,,BURGER KING,BURGER KING,fast_food_burger,,fast_food_burger,1
BURGER KING #739,1519 E 4TH ST,Charlotte,NC,,BURGER KING,BURGER KING,fast_food_burger,,fast_food_burger,1
BURGER KING #743,8903 S TRYON ST,Charlotte,NC,,BURGER KING,BURGER KING,fast_food_burger,,fast_food_burger,1
BURGER KING #8633,5501 JOSH BIRMINGHAM PY,Charlotte,NC,,BURGER KING,BURGER KING,fast_food_burger,,fast_food_burger,1
BURGER KING #8883,7615 NATIONS FORD RD,Charlotte,NC,,BURGER KING,BURGER KING,fast_food_burger,,fast_food_burger,1
BURGER KING/PANDA EXPRESS (AIRPORT),5501 JOSH BIRMINGHAM PY,Charlotte,NC,,BURGER KING/PANDA EXPRESS AIRPORT,BURGER KING,fast_food_burger,,fast_food_burger,1
BURRITO CAFE,14523 CAROWINDS BV,Charlotte,NC,,BURRITO CAFE,,coffee_shop,,coffee_shop,0
BURTONS GRILL AND BAR BLAKENEY,9816 REA RD,Charlotte,NC,,BURTONS GRILL AND BAR BLAKENEY,,bar,,bar,0
BURTONS GRILL AND BAR,1601 E WOODLAWN RD,Charlotte,NC,,BURTONS GRILL AND BAR,,bar,,bar,0
"BUTCHERS MARKET, THE",8410 REA RD,Charlotte,NC,,BUTCHERS MARKET,,grocery_deli,,grocery_deli,0
"BUTLERS PANTRY, THE",274 S SHARON AMITY RD,Charlotte,NC,,BUTLERS PANTRY,,other,bakery_cafe,bakery_cafe,0
BYTES,900 W TRADE ST,Charlotte,NC,,BYTES,,other,food_truck,other,0
CABO FISH TACO BALLANTYNE,11611 NORTH COMMUNITY HOUSE RD,Charlotte,NC,,CABO FISH TACO BALLANTYNE,,other,fast_food_mexican,fast_food_mexican,0
CABO FISH TACO,3201 N DAVIDSON ST,Charlotte,NC,,CABO FISH TACO,,other,fast_food_mexican,fast_food_mexican,0
CAFE 2400,2400 YORKMONT RD,Charlotte,NC,,CAFE,,coffee_shop,,coffee_shop,0
CAFE BRUNDAVAN,3130 DRIWOOD CT,Charlotte,NC,,CAFE BRUNDAVAN,,coffee_shop,,coffee_shop,0
CAFE MONTE,4705 ASHLEY PARK LN,Charlotte,NC,,CAFE MONTE,,coffee_shop,,coffee_shop,0
CAFE SOUTH FAMILY RESTAURANT,7910 FOREST PINE DR,Charlotte,NC,,CAFE SOUTH FAMILY RESTAURANT,,coffee_shop,,coffee_shop,0
CAJUN QUEEN,1800 E 7TH ST,Charlotte,NC,,CAJUN QUEEN,,other,fast_food_mexican,fast_food_mexican,0
CAJUN YARD DOG,8036 PROVIDENCE RD,Charlotte,NC,,CAJUN YARD DOG,,other,fast_food_mexican,fast_food_mexican,0
CALI COLOMBIAN RESTAURANT,5920 SOUTH BV,Charlotte,NC,,CALI COLOMBIAN RESTAURANT,,full_service,,full_service,0
CALLE SOL SOUTHPARK,3100 APEX DR,Charlotte,NC,,CALLE SOL SOUTHPARK,,other,fast_food_mexican,fast_food_mexican,0
CALLE SOL,1205 THOMAS AV,Charlotte,NC,,CALLE SOL,,other,mexican,mexican,0
CALVARY CHURCH KITCHEN,5801 PINEVILLE-MATTHEWS RD,Charlotte,NC,,CALVARY CHURCH KITCHEN,,full_service,,full_service,0
CALVARY CHURCH,5801 PINEVILLE-MATTHEWS RD,Charlotte,NC,,CALVARY CHURCH,,other,other,other,0
CANOPY BY HILTON CHARLOTTE SOUTHPARK,4905 BARCLAY DOWNS DR,Charlotte,NC,,CANOPY BY HILTON CHARLOTTE SOUTHPARK,,other,institutional,institutional,0
CANTEEN DINING AT BARINGS,300 S TRYON ST,Charlotte,NC,,CANTEEN DINING AT BARINGS,,bar,,bar,0
CANTEEN OFFICE WAREHOUSE,13225 MCGUIRE NUCLEAR STATION RD,Charlotte,NC,,CANTEEN OFFICE WAREHOUSE,,other,institutional,institutional,0
CANTINA LOUIE MATTHEWS,2225 MATTHEWS TOWNSHIP PY,Charlotte,NC,,CANTINA LOUIE MATTHEWS,,other,mexican,mexican,0
CAPITAINE BAR & GRILL,2753 ROZZELLES FERRY RD,Charlotte,NC,,CAPITAINE BAR & GRILL,,bar,,bar,0
CAPITAL GRILLE,201 N TRYON ST,Charlotte,NC,,CAPITAL GRILLE,,full_service,,full_service,0
CAPRIOTTIS CHARLOTTE,2040 FREEMAN PARK DR,Charlotte,NC,,CAPRIOTTIS CHARLOTTE,,other,fast_food_pizza,fast_food_pizza,0
CAPRIOTTIS SANDWICH SHOP PARK RD,4323 PARK RD,Charlotte,NC,,CAPRIOTTIS SANDWICH SHOP PARK RD,,fast_food_sandwich,,fast_food_sandwich,0
CAPTAIN D'S #101,2838 FREEDOM DR,Charlotte,NC,,CAPTAIN D S,,other,fast_food_burger,fast_food_burger,0
CAPTAIN D'S #104,123 EASTWAY DR,Charlotte,NC,,CAPTAIN D S,,other,fast_food_burger,fast_food_burger,0
CAPTAIN D'S #108,5316 SUNSET RD,Charlotte,NC,,CAPTAIN D S,,other,fast_food_burger,fast_food_burger,0
CAPTAIN D'S #404,3623 N SHARON AMITY RD,Charlotte,NC,,CAPTAIN D S,,other,fast_food_burger,fast_food_burger,0
CAPTAIN D'S,9715 E INDEPENDENCE BV,Charlotte,NC,,CAPTAIN D S,,other,fast_food_burger,fast_food_burger,0
CARIBBEAN HUT EASTFIELD,13016 EASTFIELD RD,Charlotte,NC,,CARIBBEAN HUT EASTFIELD,,other,fast_food_mexican,fast_food_mexican,0
CARIBBEAN HUT,200 W WOODLAWN RD,Charlotte,NC,,CARIBBEAN HUT,,other,other,other,0
CARIBOU COFFEE #403,4327 PARK RD,Charlotte,NC,,CARIBOU COFFEE,,coffee_shop,,coffee_shop,0
CARIBOU COFFEE #408,7804 FAIRVIEW RD,Charlotte,NC,,CARIBOU COFFEE,,coffee_shop,,coffee_shop,0
CARIBOU COFFEE COMPANY,100 N TRYON ST,Charlotte,NC,,CARIBOU COFFEE COMPANY,,coffee_shop,,coffee_shop,0
CARMELLA'S PIZZA GRILL,1513 MONTFORD DR,Charlotte,NC,,CARMELLA S PIZZA GRILL,,pizza,,pizza,0
CARMELLA'S PIZZA,8124 S TRYON ST,Charlotte,NC,,CARMELLA S PIZZA,,pizza,,pizza,0
CARNEGIE CAFETERIA,8500 ANDREW CARNEGIE BV,Charlotte,NC,,CARNEGIE CAFETERIA,,coffee_shop,,coffee_shop,0
CARNICERIA Y TAQUERIA JALISCO RESTAURANT,6127  ALBEMARLE RD,Charlotte,NC,,CARNICERIA Y TAQUERIA JALISCO RESTAURANT,,mexican,,mexican,0
CARNITAS GUANAJUATO,5534 ALBEMARLE RD,Charlotte,NC,,CARNITAS GUANAJUATO,,other,mexican,mexican,0
CAROLINA ALE HOUSE WAVERLY,7404 WAVERLY WALK AV,Charlotte,NC,,CAROLINA ALE HOUSE WAVERLY,,other,bar,bar,0
CAROLINA FAMILY RESTAURANT,4600 WILKINSON BV,Charlotte,NC,,CAROLINA FAMILY RESTAURANT,,full_service,,full_service,0
CAROLINA MEDICAL CENTER CARIBOU COFFEE,1000 BLYTHE BV,Charlotte,NC,,CAROLINA MEDICAL CENTER CARIBOU COFFEE,,coffee_shop,,coffee_shop,0
CAROLINA MEDICAL CENTER MAIN CAFE KITCHEN,1000 BLYTHE BV,Charlotte,NC,,CAROLINA MEDICAL CENTER MAIN CAFE KITCHEN,,coffee_shop,,coffee_shop,0
CAROLINA MEDICAL CENTER XRAY CAFE LEVINE,1000 BLYTHE BV,Charlotte,NC,,CAROLINA MEDICAL CENTER XRAY CAFE LEVINE,,coffee_shop,,coffee_shop,0
CAROLINA STEEL SPORTS BAR,12206 COPPER WY,Charlotte,NC,,CAROLINA STEEL SPORTS BAR,,sports_bar,,sports_bar,0
CARRABBA'S ITALIAN GRILL #3402,10400 E INDEPENDENCE BV,Charlotte,NC,,CARRABBA S ITALIAN GRILL,,full_service,,full_service,0
CARRABBA'S ITALIAN GRILL #3403,16408 NORTHCROSS DR,Charlotte,NC,,CARRABBA S ITALIAN GRILL,,full_service,,full_service,0
CARRBURRITOS,445 S MAIN ST,Charlotte,NC,,CARRBURRITOS,,mexican,,mexican,0
CARRIER CORPORATION CAFETERIA,9701 OLD STATESVILLE RD,Charlotte,NC,,CARRIER CAFETERIA,,coffee_shop,,coffee_shop,0
"CASEY, THE",1837 N TRYON ST,Charlotte,NC,,CASEY,,other,fast_food_burger,fast_food_burger,0
CAST IRON WAFFLES BALLANTYNE,9604 LONGSTONE LN,Charlotte,NC,,CAST IRON WAFFLES BALLANTYNE,,other,bakery_cafe,bakery_cafe,0
"CASUAL PINT, THE",14126 RIVERGATE PY,Charlotte,NC,,CASUAL PINT,,other,bar,bar,0
CASWELL STATION,366 N CASWELL RD,Charlotte,NC,,CASWELL STATION,,other,institutional,institutional,0
CATALINA KITCHEN + BAR,1942 E 7TH ST,Charlotte,NC,,CATALINA KITCHEN BAR,,bar,,bar,0
CATALU,135 NEW BERN ST,Charlotte,NC,,CATALU,,other,fast_food_burger,fast_food_burger,0
CATERING KITCHEN - DUBOIS CENTER,320 E 9TH ST,Charlotte,NC,,CATERING KITCHEN - DUBOIS CENTER,,full_service,,full_service,0
CAVA DIGITAL KITCHEN CARMEL COMMONS,7631 PINEVILLE-MATTHEWS RD,Charlotte,NC,,CAVA DIGITAL KITCHEN CARMEL COMMONS,,full_service,,full_service,0
CAVA METROPOLITAN,1055 METROPOLITAN AV,Charlotte,NC,,CAVA METROPOLITAN,,other,fast_food_mexican,fast_food_mexican,0
CAVA MEZZE GRILL BLAKENEY,9848 REA RD,Charlotte,NC,,CAVA MEZZE GRILL BLAKENEY,,full_service,,full_service,0
CAVA SOUTHEND #093,2126 SOUTH BV,Charlotte,NC,,CAVA SOUTHEND,,other,fast_food_mexican,fast_food_mexican,0
CAVA WAVERLY,6307 PROVIDENCE FARM LN,Charlotte,NC,,CAVA WAVERLY,,other,fast_food_mexican,fast_food_mexican,0
CAVA,16845 BIRKDALE COMMONS PY,Charlotte,NC,,CAVA,,other,fast_food_mexican,fast_food_mexican,0
CAVA,4267 PARK RD,Charlotte,NC,,CAVA,,other,fast_food_mexican,fast_food_mexican,0
CAVA,8936 J M KEYNES DR,Charlotte,NC,,CAVA,,other,fast_food_mexican,fast_food_mexican,0
CEDAR STREET TAVERN,120 N CEDAR ST,Charlotte,NC,,CEDAR STREET TAVERN,,bar,,bar,0
CEDARLAND RESTAURANT,4832 CENTRAL AV,Charlotte,NC,,CEDARLAND RESTAURANT,,full_service,,full_service,0
CELLAR AND ALE,131 MATTHEWS STATION ST,Charlotte,NC,,CELLAR AND ALE,,other,bar,bar,0
"CELLAR AT DUCKWORTH'S, THE",330 N TRYON ST,Charlotte,NC,,CELLAR AT DUCKWORTH S,,other,other,other,0
CENTRAL COFFEE CO,719 LOUISE AV,Charlotte,NC,,CENTRAL COFFEE,,coffee_shop,,coffee_shop,0
CENTRAL JAIL KITCHEN,801 E 4TH ST,Charlotte,NC,,CENTRAL JAIL KITCHEN,,full_service,,full_service,0
CENTRAL TEA HOUSE,3000 CENTRAL AV,Charlotte,NC,,CENTRAL TEA HOUSE,,coffee_shop,,coffee_shop,0
CENTRO BOTANERO BAR AND GRILL,5873 ALBEMARLE RD,Charlotte,NC,,CENTRO BOTANERO BAR AND GRILL,,bar,,bar,0
CENTRO NEVERO,5861 ALBEMARLE RD,Charlotte,NC,,CENTRO NEVERO,,other,mexican,mexican,0
CHAAT N DOSA,8624 CAMFIELD ST,Charlotte,NC,,CHAAT N DOSA,,other,other,other,0
CHALICE CAFE/PZA,5501 JOSH BIRMINGHAM PY,Charlotte,NC,,CHALICE CAFE/PZA,,coffee_shop,,coffee_shop,0
CHAMOS GRILL,9010 MONROE RD,Charlotte,NC,,CHAMOS GRILL,,full_service,,full_service,0
CHAPTER SIX,2151 HAWKINS ST,Charlotte,NC,,CHAPTER SIX,,other,other,other,0
CHAR BAR 7,4130 CARMEL RD,Charlotte,NC,,CHAR BAR,,bar,,bar,0
CHAR BAR 7,7312 TOWN VIEW DR,Charlotte,NC,,CHAR BAR,,bar,,bar,0
CHAR BAR NO. 7,3118 FINCHER FARM RD,Charlotte,NC,,CHAR BAR,,bar,,bar,0
CHARLES T. MYERS GOLF COURSE,7701 HARRISBURG RD,Charlotte,NC,,CHARLES T MYERS GOLF COURSE,,other,other,other,0
CHARLOTTE BEER GARDEN,1300 S TRYON ST,Charlotte,NC,,CHARLOTTE BEER GARDEN,,other,bar,bar,0
CHARLOTTE COMMUNITY SERVICES ASSOCIATION,1801 OAKLAWN AV,Charlotte,NC,,CHARLOTTE COMMUNITY SERVICES ASSOCIATION,,other,institutional,institutional,0
CHARLOTTE CONVENTION CENTER BOJANGLES,501 S COLLEGE ST,Charlotte,NC,,CHARLOTTE CONVENTION CENTER BOJANGLES,BOJANGLES,fast_food_chicken,,fast_food_chicken,1
CHARLOTTE CONVENTION CENTER BUON CIBO,501 S COLLEGE ST,Charlotte,NC,,CHARLOTTE CONVENTION CENTER BUON CIBO,,other,institutional,institutional,0
CHARLOTTE CONVENTION CENTER EINSTEIN BAGEL,501 S COLLEGE ST,Charlotte,NC,,CHARLOTTE CONVENTION CENTER EINSTEIN BAGEL,,other,bakery_cafe,bakery_cafe,0
CHARLOTTE GREENS,9201 UNIVERSITY CITY BV,Charlotte,NC,,CHARLOTTE GREENS,,other,other,other,0
CHARLOTTE HIBACHI GRILL,3657 E INDEPENDENCE BV,Charlotte,NC,,CHARLOTTE HIBACHI GRILL,,asian_japanese,,asian_japanese,0
CHARLOTTE LATIN FOUNDERS' HALL,9502 PROVIDENCE RD,Charlotte,NC,,CHARLOTTE LATIN FOUNDERS HALL,,other,latin_american,latin_american,0
CHARTER COMMUNICATIONS CHARLOTTE,7800 CRESCENT EXECUTIVE DR,Charlotte,NC,,CHARTER COMMUNICATIONS CHARLOTTE,,other,institutional,institutional,0
CHEATS CHEESESTEAKS OF SOUTH END,2137 HAWKINS ST,Charlotte,NC,,CHEATS CHEESESTEAKS OF SOUTH END,,coffee_shop,,coffee_shop,0
CHEDDARS,620 UNIVERSITY CENTER BV,Charlotte,NC,,CHEDDARS,,other,fast_food_burger,fast_food_burger,0
