premises_name,premise_address_1,premise_city,premise_state,premise_zip,clean_name,chain_name,business_type,business_type_manual,ollama_category,ollama_confidence,ollama_reason,ollama_raw
CABO FISH TACO,3201 N DAVIDSON ST,Charlotte,NC,,CABO FISH TACO,,other,,fast_food_mexican,0.8,"Mexican food establishment with 'fish' in the name, suggesting a taco or similar dish","{""category"":""fast_food_mexican"",""confidence"":0.8,""reason"":""Mexican food establishment with 'fish' in the name, suggesting a taco or similar dish""}"
CABO FISH TACO BALLANTYNE,11611 NORTH COMMUNITY HOUSE RD,Charlotte,NC,,CABO FISH TACO BALLANTYNE,,other,,fast_food_mexican,0.8,Mexican food establishment,"{""category"":""fast_food_mexican"",""confidence"":0.8,""reason"":""Mexican food establishment""}"
CAJUN QUEEN,1800 E 7TH ST,Charlotte,NC,,CAJUN QUEEN,,other,,fast_food_mexican,1.0,Mexican food establishment,"{""category"":""fast_food_mexican"",""confidence"":1.0,""reason"":""Mexican food establishment""}"
CAJUN YARD DOG,8036 PROVIDENCE RD,Charlotte,NC,,CAJUN YARD DOG,,other,,fast_food_mexican,1.0,Mexican food establishment,"{""category"":""fast_food_mexican"",""confidence"":1.0,""reason"":""Mexican food establishment""}"
CALLE SOL,1205 THOMAS AV,Charlotte,NC,,CALLE SOL,,other,,mexican,0.8,"name contains 'CALLE SOL', a common name for Mexican restaurants","{""category"":""mexican"",""confidence"":0.8,""reason"":""name contains 'CALLE SOL', a common name for Mexican restaurants""}"
CALLE SOL SOUTHPARK,3100 APEX DR,Charlotte,NC,,CALLE SOL SOUTHPARK,,other,,fast_food_mexican,1.0,Mexican food establishment,"{""category"":""fast_food_mexican"",""confidence"":1.0,""reason"":""Mexican food establishment""}"
CALVARY CHURCH,5801 PINEVILLE-MATTHEWS RD,Charlotte,NC,,CALVARY CHURCH,,other,,other,0.9,church,"{""category"":""institution"",""confidence"":0.9,""reason"":""church""}"
CANOPY BY HILTON CHARLOTTE SOUTHPARK,4905 BARCLAY DOWNS DR,Charlotte,NC,,CANOPY BY HILTON CHARLOTTE SOUTHPARK,,other,,institutional,1.0,hotel,"{""category"":""institutional"",""confidence"":1.0,""reason"":""hotel""}"
CANTEEN OFFICE WAREHOUSE,13225 MCGUIRE NUCLEAR STATION RD,Charlotte,NC,,CANTEEN OFFICE WAREHOUSE,,other,,institutional,1.0,Office warehouse,"{""category"":""institutional"",""confidence"":1.0,""reason"":""Office warehouse""}"
CANTINA LOUIE MATTHEWS,2225 MATTHEWS TOWNSHIP PY,Charlotte,NC,,CANTINA LOUIE MATTHEWS,,other,,mexican,1.0,Cantina is a common term for a Mexican restaurant or bar,"{""category"":""mexican"",""confidence"":1.0,""reason"":""Cantina is a common term for a Mexican restaurant or bar""}"
CAPRIOTTIS CHARLOTTE,2040 FREEMAN PARK DR,Charlotte,NC,,CAPRIOTTIS CHARLOTTE,,other,,fast_food_pizza,1.0,pizza establishment,"{""category"":""fast_food_pizza"",""confidence"":1.0,""reason"":""pizza establishment""}"
CAPTAIN D'S,9715 E INDEPENDENCE BV,Charlotte,NC,,CAPTAIN D S,,other,,fast_food_burger,1.0,Typical fast food burger establishment,"{""category"":""fast_food_burger"",""confidence"":1.0,""reason"":""Typical fast food burger establishment""}"
CAPTAIN D'S #101,2838 FREEDOM DR,Charlotte,NC,,CAPTAIN D S,,other,,fast_food_burger,1.0,Typical fast food burger chain,"{""category"":""fast_food_burger"",""confidence"":1.0,""reason"":""Typical fast food burger chain""}"
CAPTAIN D'S #104,123 EASTWAY DR,Charlotte,NC,,CAPTAIN D S,,other,,fast_food_burger,0.9,Typical fast food restaurant chain with burger options,"{""category"":""fast_food_burger"",""confidence"":0.9,""reason"":""Typical fast food restaurant chain with burger options""}"
CAPTAIN D'S #108,5316 SUNSET RD,Charlotte,NC,,CAPTAIN D S,,other,,fast_food_burger,1.0,Typical fast food burger establishment,"{""category"":""fast_food_burger"",""confidence"":1.0,""reason"":""Typical fast food burger establishment""}"
CAPTAIN D'S #404,3623 N SHARON AMITY RD,Charlotte,NC,,CAPTAIN D S,,other,,fast_food_burger,1.0,Captain D's is a fast-food seafood restaurant that primarily serves burgers and other seafood items.,"{""category"":""fast_food_burger"",""confidence"":1.0,""reason"":""Captain D's is a fast-food seafood restaurant that primarily serves burgers and other seafood items.""}"
CARIBBEAN HUT,200 W WOODLAWN RD,Charlotte,NC,,CARIBBEAN HUT,,other,,other,0.5,Restaurant or food establishment not clearly categorized,"{""category"":""other"",""confidence"":0.5,""reason"":""Restaurant or food establishment not clearly categorized""}"
CARIBBEAN HUT EASTFIELD,13016 EASTFIELD RD,Charlotte,NC,,CARIBBEAN HUT EASTFIELD,,other,,fast_food_mexican,0.8,Typical Caribbean cuisine is often associated with Mexican-inspired dishes,"{""category"":""fast_food_mexican"",""confidence"":0.8,""reason"":""Typical Caribbean cuisine is often associated with Mexican-inspired dishes""}"
CARNITAS GUANAJUATO,5534 ALBEMARLE RD,Charlotte,NC,,CARNITAS GUANAJUATO,,other,,mexican,1.0,Carnitas Guanajuato is a Mexican restaurant based on its name and location.,"{""category"":""mexican"",""confidence"":1.0,""reason"":""Carnitas Guanajuato is a Mexican restaurant based on its name and location.""}"
CAROLINA ALE HOUSE WAVERLY,7404 WAVERLY WALK AV,Charlotte,NC,,CAROLINA ALE HOUSE WAVERLY,,other,,bar,1.0,contains the word 'ALE' and is a pub-like establishment,"{""category"":""bar"",""confidence"":1.0,""reason"":""contains the word 'ALE' and is a pub-like establishment""}"
"CASEY, THE",1837 N TRYON ST,Charlotte,NC,,CASEY,,other,,fast_food_burger,0.8,Establishment name suggests a burger restaurant,"{""category"":""fast_food_burger"",""confidence"":0.8,""reason"":""Establishment name suggests a burger restaurant""}"
CAST IRON WAFFLES BALLANTYNE,9604 LONGSTONE LN,Charlotte,NC,,CAST IRON WAFFLES BALLANTYNE,,other,,bakery_cafe,0.8,waffles and breakfast items typically associated with a bakery or cafe,"{""category"":""bakery_cafe"",""confidence"":0.8,""reason"":""waffles and breakfast items typically associated with a bakery or cafe""}"
"CASUAL PINT, THE",14126 RIVERGATE PY,Charlotte,NC,,CASUAL PINT,,other,,bar,1.0,establishment name and address suggest a bar or pub,"{""category"":""bar"",""confidence"":1.0,""reason"":""establishment name and address suggest a bar or pub""}"
CASWELL STATION,366 N CASWELL RD,Charlotte,NC,,CASWELL STATION,,other,,institutional,1.0,school,"{""category"":""institutional"",""confidence"":1.0,""reason"":""school""}"
CATALU,135 NEW BERN ST,Charlotte,NC,,CATALU,,other,,fast_food_burger,0.8,Typical burger joint name and location,"{""category"":""fast_food_burger"",""confidence"":0.8,""reason"":""Typical burger joint name and location""}"
CAVA,16845 BIRKDALE COMMONS PY,Charlotte,NC,,CAVA,,other,,fast_food_mexican,0.9,CAVA is a fast-casual Mediterranean food chain,"{""category"":""fast_food_mexican"",""confidence"":0.9,""reason"":""CAVA is a fast-casual Mediterranean food chain""}"
CAVA,4267 PARK RD,Charlotte,NC,,CAVA,,other,,fast_food_mexican,1.0,CAVA is a fast-casual Mediterranean restaurant chain,"{""category"":""fast_food_mexican"",""confidence"":1.0,""reason"":""CAVA is a fast-casual Mediterranean restaurant chain""}"
CAVA,8936 J M KEYNES DR,Charlotte,NC,,CAVA,,other,,fast_food_mexican,0.8,CAVA is a fast-casual Mediterranean food chain,"{""category"":""fast_food_mexican"",""confidence"":0.8,""reason"":""CAVA is a fast-casual Mediterranean food chain""}"
CAVA METROPOLITAN,1055 METROPOLITAN AV,Charlotte,NC,,CAVA METROPOLITAN,,other,,fast_food_mexican,0.8,"CAVA is a Mediterranean fast food chain known for its gyros and other Middle Eastern-inspired dishes, which are often associated with Mexican cuisine.","{""category"":""fast_food_mexican"",""confidence"":0.8,""reason"":""CAVA is a Mediterranean fast food chain known for its gyros and other Middle Eastern-inspired dishes, which are often associated with Mexican cuisine.""}"
CAVA SOUTHEND #093,2126 SOUTH BV,Charlotte,NC,,CAVA SOUTHEND,,other,,fast_food_mexican,0.8,"CAVA is a Mediterranean fast food chain known for its burritos and bowls, which are often associated with Mexican cuisine.","{""category"":""fast_food_mexican"",""confidence"":0.8,""reason"":""CAVA is a Mediterranean fast food chain known for its burritos and bowls, which are often associated with Mexican cuisine.""}"
CAVA WAVERLY,6307 PROVIDENCE FARM LN,Charlotte,NC,,CAVA WAVERLY,,other,,fast_food_mexican,1.0,CAVA is a fast-casual Mexican food chain,"{""category"":""fast_food_mexican"",""confidence"":1.0,""reason"":""CAVA is a fast-casual Mexican food chain""}"
CELLAR AND ALE,131 MATTHEWS STATION ST,Charlotte,NC,,CELLAR AND ALE,,other,,bar,1.0,establishment serves alcoholic beverages,"{""category"":""bar"",""confidence"":1.0,""reason"":""establishment serves alcoholic beverages""}"
"CELLAR AT DUCKWORTH'S, THE",330 N TRYON ST,Charlotte,NC,,CELLAR AT DUCKWORTH S,,other,,other,0.0,short reason,"{""category"":""other"",""confidence"":0.0,""reason"":""short reason""}"
CENTRO NEVERO,5861 ALBEMARLE RD,Charlotte,NC,,CENTRO NEVERO,,other,,mexican,0.9,CENTRO NEVERO is a Mexican restaurant based on its name and location.,"{""category"":""mexican"",""confidence"":0.9,""reason"":""CENTRO NEVERO is a Mexican restaurant based on its name and location.""}"
CHAAT N DOSA,8624 CAMFIELD ST,Charlotte,NC,,CHAAT N DOSA,,other,,other,0.8,"Indian cuisine, not clearly categorized","{""category"":""other"",""confidence"":0.8,""reason"":""Indian cuisine, not clearly categorized""}"
CHAPTER SIX,2151 HAWKINS ST,Charlotte,NC,,CHAPTER SIX,,other,,other,0.8,"No clear indication of food type, possibly a restaurant or bar with limited information available","{""category"":""other"",""confidence"":0.8,""reason"":""No clear indication of food type, possibly a restaurant or bar with limited information available""}"
CHARLES T. MYERS GOLF COURSE,7701 HARRISBURG RD,Charlotte,NC,,CHARLES T MYERS GOLF COURSE,,other,,other,0.0,golf course,"{""category"":""other"",""confidence"":0.0,""reason"":""golf course""}"
CHARLOTTE BEER GARDEN,1300 S TRYON ST,Charlotte,NC,,CHARLOTTE BEER GARDEN,,other,,bar,1.0,establishment serves beer and has a bar-like atmosphere,"{""category"":""bar"",""confidence"":1.0,""reason"":""establishment serves beer and has a bar-like atmosphere""}"
CHARLOTTE COMMUNITY SERVICES ASSOCIATION,1801 OAKLAWN AV,Charlotte,NC,,CHARLOTTE COMMUNITY SERVICES ASSOCIATION,,other,,institutional,0.9,Association/Community Services,"{""category"":""institutional"",""confidence"":0.9,""reason"":""Association/Community Services""}"
CHARLOTTE CONVENTION CENTER BUON CIBO,501 S COLLEGE ST,Charlotte,NC,,CHARLOTTE CONVENTION CENTER BUON CIBO,,other,,institutional,1.0,venue,"{""category"":""institutional"",""confidence"":1.0,""reason"":""venue""}"
CHARLOTTE CONVENTION CENTER EINSTEIN BAGEL,501 S COLLEGE ST,Charlotte,NC,,CHARLOTTE CONVENTION CENTER EINSTEIN BAGEL,,other,,bakery_cafe,1.0,Einstein Bagel is a bakery and cafe chain,"{""category"":""bakery_cafe"",""confidence"":1.0,""reason"":""Einstein Bagel is a bakery and cafe chain""}"
CHARLOTTE GREENS,9201 UNIVERSITY CITY BV,Charlotte,NC,,CHARLOTTE GREENS,,other,,other,0.0,short reason,"{""category"":""other"",""confidence"":0.0,""reason"":""short reason""}"
CHARLOTTE LATIN FOUNDERS' HALL,9502 PROVIDENCE RD,Charlotte,NC,,CHARLOTTE LATIN FOUNDERS HALL,,other,,latin_american,1.0,Establishment name and location suggest Latin American cuisine,"{""category"":""latin_american"",""confidence"":1.0,""reason"":""Establishment name and location suggest Latin American cuisine""}"
CHARTER COMMUNICATIONS CHARLOTTE,7800 CRESCENT EXECUTIVE DR,Charlotte,NC,,CHARTER COMMUNICATIONS CHARLOTTE,,other,,institutional,1.0,Business/office building,"{""category"":""institutional"",""confidence"":1.0,""reason"":""Business/office building""}"
CHEDDARS,620 UNIVERSITY CENTER BV,Charlotte,NC,,CHEDDARS,,other,,fast_food_burger,1.0,Typical characteristics of a burger joint,"{""category"":""fast_food_burger"",""confidence"":1.0,""reason"":""Typical characteristics of a burger joint""}"
"CHEESECAKE FACTORY BIRKDALE, THE",8701 TOWNLEY RD,Charlotte,NC,,CHEESECAKE FACTORY BIRKDALE,,other,,bakery_cafe,0.8,cheesecake factory is known for its desserts and baked goods,"{""category"":""bakery_cafe"",""confidence"":0.8,""reason"":""cheesecake factory is known for its desserts and baked goods""}"
"CHEESECAKE FACTORY, THE",4400 SHARON RD,Charlotte,NC,,CHEESECAKE FACTORY,,other,,bakery_cafe,1.0,cheesecake factory is known for its bakery and dessert offerings,"{""category"":""bakery_cafe"",""confidence"":1.0,""reason"":""cheesecake factory is known for its bakery and dessert offerings""}"
CHEF HENRY CATERING,1050 DEVORE LN,Charlotte,NC,,CHEF HENRY CATERING,,other,,institutional,1.0,Catering service for events and functions,"{""category"":""institutional"",""confidence"":1.0,""reason"":""Catering service for events and functions""}"
CHEZ MARIE,4732 SHARON RD,Charlotte,NC,,CHEZ MARIE,,other,,other,0.8,French-inspired bakery and cafe,"{""category"":""baker_cafe"",""confidence"":0.8,""reason"":""French-inspired bakery and cafe""}"
CHICK-FIL-A,8411 NORTHLAKE COMMONS BV,Charlotte,NC,,CHICK-FIL-A,,other,,fast_food_chicken,0.9,Typical fast food chain with chicken as a main menu item,"{""category"":""fast_food_chicken"",""confidence"":0.9,""reason"":""Typical fast food chain with chicken as a main menu item""}"
CHICK-FIL-A,9201 UNIVERSITY CITY BV,Charlotte,NC,,CHICK-FIL-A,,other,,fast_food_chicken,0.9,Typical fast food chain with chicken as a main menu item,"{""category"":""fast_food_chicken"",""confidence"":0.9,""reason"":""Typical fast food chain with chicken as a main menu item""}"
CHICK-FIL-A  #00592,1540 E WOODLAWN RD,Charlotte,NC,,CHICK-FIL-A,,other,,fast_food_chicken,1.0,Establishment name and tagline suggest fast food chicken restaurant,"{""category"":""fast_food_chicken"",""confidence"":1.0,""reason"":""Establishment name and tagline suggest fast food chicken restaurant""}"
CHICK-FIL-A # 04436,7404 MATTHEWS-MINT HILL RD,Charlotte,NC,,CHICK-FIL-A,,other,,fast_food_chicken,1.0,Establishment name and tagline suggest fast food chicken chain,"{""category"":""fast_food_chicken"",""confidence"":1.0,""reason"":""Establishment name and tagline suggest fast food chicken chain""}"
CHICK-FIL-A # 836,9905 MATTHEWS PARK DR,Charlotte,NC,,CHICK-FIL-A,,other,,fast_food_chicken,1.0,Establishment name and tagline suggest a fast food chicken restaurant chain,"{""category"":""fast_food_chicken"",""confidence"":1.0,""reason"":""Establishment name and tagline suggest a fast food chicken restaurant chain""}"
CHICK-FIL-A #1817,8433 DAVIS LAKE PY,Charlotte,NC,,CHICK-FIL-A,,other,,fast_food_chicken,1.0,Establishment name and tagline suggest fast food chicken restaurant,"{""category"":""fast_food_chicken"",""confidence"":1.0,""reason"":""Establishment name and tagline suggest fast food chicken restaurant""}"
CHICK-FIL-A #3998,5920 PROSPERITY CHURCH RD,Charlotte,NC,,CHICK-FIL-A,,other,,fast_food_chicken,1.0,Establishment name and tagline suggest fast food chicken restaurant,"{""category"":""fast_food_chicken"",""confidence"":1.0,""reason"":""Establishment name and tagline suggest fast food chicken restaurant""}"
CHICK-FIL-A #4278,8700 UNIVERSITY EXECUTIVE PARK DR,Charlotte,NC,,CHICK-FIL-A,,other,,fast_food_chicken,1.0,Establishment name and tagline suggest fast food chicken chain,"{""category"":""fast_food_chicken"",""confidence"":1.0,""reason"":""Establishment name and tagline suggest fast food chicken chain""}"
CHICK-FIL-A #462,101 S TRYON ST,Charlotte,NC,,CHICK-FIL-A,,other,,fast_food_chicken,1.0,Establishment name and tagline suggest fast food chicken restaurant,"{""category"":""fast_food_chicken"",""confidence"":1.0,""reason"":""Establishment name and tagline suggest fast food chicken restaurant""}"
CHICK-FIL-A #698 AT LAKE NORMAN,16915 STATESVILLE RD,Charlotte,NC,,CHICK-FIL-A AT LAKE NORMAN,,other,,fast_food_chicken,1.0,Chick-fil-A is a fast food chain specializing in chicken sandwiches and other chicken-based menu items.,"{""category"":""fast_food_chicken"",""confidence"":1.0,""reason"":""Chick-fil-A is a fast food chain specializing in chicken sandwiches and other chicken-based menu items.""}"
CHICK-FIL-A COLLEGE DOWNS,8428 UNIVERSITY CITY BV,Charlotte,NC,,CHICK-FIL-A COLLEGE DOWNS,,other,,fast_food_chicken,1.0,Chick-fil-A is a fast food chain specializing in chicken sandwiches and other chicken-based menu items.,"{""category"":""fast_food_chicken"",""confidence"":1.0,""reason"":""Chick-fil-A is a fast food chain specializing in chicken sandwiches and other chicken-based menu items.""}"
CHICK-FIL-A RIVERGATE PARKWAY #1852,14111 RIVERGATE PY,Charlotte,NC,,CHICK-FIL-A RIVERGATE PARKWAY,,other,,fast_food_chicken,1.0,Chick-fil-A is a fast food chain specializing in chicken sandwiches and other chicken-based menu items.,"{""category"":""fast_food_chicken"",""confidence"":1.0,""reason"":""Chick-fil-A is a fast food chain specializing in chicken sandwiches and other chicken-based menu items.""}"
CHICK-FIL-A WHITEHALL COMMONS #0753,8032 S TRYON ST,Charlotte,NC,,CHICK-FIL-A WHITEHALL COMMONS,,other,,fast_food_chicken,1.0,Typical fast food chain restaurant with chicken as a main menu item,"{""category"":""fast_food_chicken"",""confidence"":1.0,""reason"":""Typical fast food chain restaurant with chicken as a main menu item""}"
CHICK-O-RICO,7510 PINEVILLE-MATTHEWS RD,Charlotte,NC,,CHICK-O-RICO,,other,,fast_food_chicken,1.0,Typical fast food restaurant chain,"{""category"":""fast_food_chicken"",""confidence"":1.0,""reason"":""Typical fast food restaurant chain""}"
CHICKIE'S & PETE'S- CAROWINDS,14523 CAROWINDS BV,Charlotte,NC,,CHICKIE S & PETE S- CAROWINDS,,other,,fast_food_chicken,1.0,Typical fast food chain with chicken focused menu items,"{""category"":""fast_food_chicken"",""confidence"":1.0,""reason"":""Typical fast food chain with chicken focused menu items""}"
CHIN CHIN II,9013 ALBEMARLE RD,Charlotte,NC,,CHIN CHIN II,,other,,asian_chinese,1.0,Chinese restaurant,"{""category"":""asian_chinese"",""confidence"":1.0,""reason"":""Chinese restaurant""}"
CHIN GARDEN,4420 THE PLAZA,Charlotte,NC,,CHIN GARDEN,,other,,asian_chinese,1.0,Chinese restaurant,"{""category"":""asian_chinese"",""confidence"":1.0,""reason"":""Chinese restaurant""}"
CHINA BUFFET,9931 LEE ST,Charlotte,NC,,CHINA BUFFET,,other,,asian_chinese,0.9,"China buffet is a common term for Chinese restaurants that offer all-you-can-eat service, which suggests an Asian Chinese establishment.","{""category"":""asian_chinese"",""confidence"":0.9,""reason"":""China buffet is a common term for Chinese restaurants that offer all-you-can-eat service, which suggests an Asian Chinese establishment.""}"
